Date,Tweet,Username,Location,Profile Bio,Likes,Retweets
2022-10-26,"@CaliforniaFrizz They declared EA to shutdown the freedom convoy.
Let's be crystal clear this is a plandemic folks 💉 
We have bodily autonomy and freedom of choice this is non negotiable. 😑 
This is not a vaccine rather an experimental mRNA gene therapy injection it's not about our health 💉",earthe1,,We are all special.,1,0
2022-10-26,@TheTorontoSun @brianlilley Freedom convoy cost taxpayers $55 million dollars. #DougFordMustTestify #DougFordMustResign #DougFord https://t.co/susnIfDuGp,Garnet_2203,Canada,🇨🇦 🍁 Outdoor & animal enthusiast! Love my family my dog & Passion Fruit tea! #cdnpoli #onpoli #blacklivesmatter #humanrights #lgbtq 🏳️‍🌈,19,4
2022-10-26,"The Freedom Convoy was a national threat the same way building 7 collapsed because of a candle fire.

🙄",StevenT65674368,On the water in Ontario,Agoraphobic Outdoorsman,66,12
2022-10-26,"""Dedicated to all those that struggle to wake their loved ones❤️"" 
          - Conspiracy Music Guru
#WakeUp #Canada #USA
#FreedomConvoy #Plandemic
#TruthWillPrevail #TruthSocial 
I want you to see
https://t.co/Kj3pox0z8w",Preci0us_Virtue,Canada,"The further a society drifts from the truth, the more it will hate those who speak it!                           - George Orwell",1,0
2022-10-26,"@TomPark1n Almost like the way the left are obsessed with the Freedom Convoy. Honk! Honk!

#TrudeauMustGo",jwr_butler,,"See a spade, call a spade. Fiscal conservative who will call out lunacy in all its forms regardless of political stripe.",99,5
2022-10-26,"Who's ready for a side of censorship with their 🇨🇦 oppression?

#FreeSpeech  #FreedomMatters
#FreedomConvoy https://t.co/PmouzOuVDp",pannellbytes,,#nonfiction 🇺🇸 #authors 🇨🇦 #LDS We'll retell our story when the world's not broken anymore. Changing the definitions of words does not create new truth.,0,0
2022-10-26,John Ivison: It's becoming clear the federal government overreached to shut down Freedom Convoy | National Post.     CLEARLY!  https://t.co/SRsxekT5Au,treefrogvenom,,,3,3
2022-10-26,@1MikeMorris Trying to paint the Freedom Convoy as foreign influenced was a desperate attempt to try to salvage the sinking Liberal ship. There was never one single valid argument to invoke the EA. Just a bunch of panicked Liberals who were shocked by Canadians saying enough is enough.,redmaplesskies,"Montréal, Québec",,1,0
2022-10-26,#FreedomConvoy https://t.co/7Qtzh6iMx5,RiderForLiberty,,"Never give up. Recalibrate.

Great Awakening.

Supporting mandates = immoral.

Accountability for violating other people's fundamental rights & freedoms.

❤️✌",0,0
2022-10-26,"@SocialKeenan @akashaneh @B_radBraun @SteveB09904942 @SteveatTH @gmbutts @POECommission Not saying Freedom Convoy was an angry mob. But, yo, an angry mob was legit the START of Liberal Democracy as we know it lol. Read or remember more. #AsAHuman #FluTruxKlan",PeripheReel,,"Human. Anthropologist. I hope I love you as much as I strive to, deep down, however we may disagree, and however we misspeak. Ground, common/uncommon, grounds.",0,0
2022-10-26,"Can anyone advise me as to where I could find any footage of ill behaviour from the Freedom Convoy Protesters. All I can find is people smiling, eating well and having fun. Oh and getting beat up on. Surely all the naysayers must have footage in this day &amp; age on their phones.",MERCEDEEZBENZZ,CANADA,"Self confessed cat lady and mass hoarder of lipgloss, and books. I dislike Koolaid , hypocrites, Sockboy, and virtue signalling by fake people.",7,0
2022-10-26,"@DebbieSammit @NadineGNess ""The freedom convoy was the biggest workers strike in Canadian history""

Again Not a strike.

And even if it was it pales in comparison to the ACTUAL largest strike in the Canadian history.",MJEGames,,Gaming with the latest releases! We have been taking some time to address our mental health. We appreciate your patience during these times!,1,0
2022-10-26,"@DebbieSammit @NadineGNess Okay lets do this: The Freedom convoy was not a workers strike.

If it were they would have filed ""Intent to strike"" paperwork and the government could have used ""return to work legislation"" to force them back/out of Ottawa instead of EPA.",MJEGames,,Gaming with the latest releases! We have been taking some time to address our mental health. We appreciate your patience during these times!,1,0
2022-10-26,"@acoyne Two-thirds of Canadians support use of Emergencies Act and want Freedom Convoy cleared out: poll

But at the same time, 54 per cent of Canadians say they are 'ashamed' of how politicians have let the Freedom Convoy protests get out of hand .https://t.co/PxHIKIvp8d",RonCamp26686941,,,1,0
2022-10-26,"@ElizabethArno20 @RanaLSN2Me @JamesDBowie @AndrewLawton And, more saliently, the mandates were nowhere near ""gone"" at the time of the Freedom Convoy's arrival in Ottawa... they were suspended at the end of June.",RiderForLiberty,,"Never give up. Recalibrate.

Great Awakening.

Supporting mandates = immoral.

Accountability for violating other people's fundamental rights & freedoms.

❤️✌",0,0
2022-10-26,"@redsnoopy69 I think the media is turning the corner on this. Time for the Liberals and their waterboys to head for cover. More damning testimony today.
""what is becoming clear is that the Freedom Convoy was not a serious threat to sovereignty, security or the territorial integrity of Canada""",JSFischerOnt,"Ontario, CA","When ignorance screams, intelligence is silent. Your peace and quiet are worth more.",11,0
2022-10-26,"Remember how we were raised? To stand against discrimination? To uphold common human rights? To peacefully demonstrate when we have grievances? If you do, then you believe in freedom and I love you! #FreedomConvoy #cdnpoli #WeAreTheCentre",unfringedCanada,Canada,"Free Individuals with Human Rights! No 🚫WEF! mom of 3 and a bit uncouth, thank God, I believe in Jesus!",2,0
2022-10-26,"@MeghanaAmarnath @golrizghahraman No need to play the racist card
Please🙏

Remember NO politicians bothered to talk with Freedom Convoy in Wellington, in February 

Every life matters here and worldwide, the right to Freedom for all Humans🕊 https://t.co/mMRe4GzLFB",RoseVision2,,"Honest,authentic and intuitive",3,0
2022-10-26,"@BethDav87314041 @CaptainDick12 @bk_belton Yeah? How many Trudeau voters were in the freedom convoy? I bet plenty. 

I voted for Joe Biden. Now, I think he’s the worst leader we’ve ever had, and one of the worst in the world today.",benj4peace,LBC on the leftist coast,Go ahead-follow me because I'm always going to say something unusual and/or funny. Generous with ❤️s & follows. Thought I was a democrat. Not down with the jab.,0,0
2022-10-26,"i really wish i could find any information on Bill C-11 that wasn't coming from freedom convoy ""STOP THE STEAL PROTECT OUR FREEBRUMS TRUDEAU'S A NAZI"" twitter accounts because they make it sound like the bill is going to turn us into china or north korea",MonarchMadi,,"working on being a vtuber, she/her, trans

Twitch Channel: twitch.tv/madisin",10,2
2022-10-26,"@acoyne 😁 Gotta love the propagandists on Twitter.  "" Freedom Convoy "" 🤔 that was AGAINST actual freedoms &amp;  rights of residents of Ottawa , open Border Trade  and Democratically elected Gov.  plus approved Health mandates, vaccinations, to save lives.",SAY590,,,1,0
2022-10-26,"""because what is becoming clear is that the Freedom Convoy was not a serious threat to sovereignty, security or the territorial integrity of Canada."" https://t.co/24XF6gLy65",JSFischerOnt,"Ontario, CA","When ignorance screams, intelligence is silent. Your peace and quiet are worth more.",1,1
2022-10-26,Why was the emergency act invoked? #DougFordMustTestify #dougford #canpoli #EmergenciesActInquiry #FreedomConvoy https://t.co/nATP0EiJJW,KingSchmitties,,Keeping up with current events.,3,0
2022-10-26,"The Emergencies Act (""Freedom Convoy"") Inquiry has shown that too much of our tax dollars goes into policing and instead, our society would be better off if more of these dollars went into housing, mental health &amp; other vital social supports that can heal our communities.",NaheedD,"Toronto, Canada",Palliative care physician. Health justice activist. Believer and dreamer. Assistant Professor @UofTMedicine. | Instagram: NaheedD,780,155
2022-10-26,"@smberthelot @Resist_05 Maybe #BTC.  

It prevented the Canadian government from controlling the Freedom Convoy when exercising their democratic right to protest.",BitcoinOllie,"England, United Kingdom","The liberation you get from having #Bitcoin is just priceless - @Saifedean

#BTC = ∞/21m 🌎",0,0
2022-10-26,🇨🇦’s Truth Warrior David Whitehead Speaks With Former RCMP Sniper Danny Bulford About Misleading 🇨🇦 MEDIA &amp; Truckers Freedom Convoy 2022🚛🚚 HONK❣️ https://t.co/hjYnSg2PJj,PATRIOTINTRUTH1,,🇨🇦Patriot Freedom Warrior🇨🇦,2,2
2022-10-26,"@CaptainDick12 @bk_belton What a load of made-up horseshit. 

You wanna act like the freedom convoy was not made up of normal Canadians, regular people who wanted to be heard? Go ahead. But don’t look for sympathy when the boot is on your head and you need to protest and the cops come and take you away.",benj4peace,LBC on the leftist coast,Go ahead-follow me because I'm always going to say something unusual and/or funny. Generous with ❤️s & follows. Thought I was a democrat. Not down with the jab.,1,0
2022-10-26,"Lawyers want CBC, other outlets, to testify over Freedom Convoy “misinformation” https://t.co/AWgMV7huKw via @truenorthcentre",HalWeber6,Canada,"Curious. Politically - promote smaller government, lower taxes, less regulation. and personal responsibility.",0,0
2022-10-26,"@JimMurp77852985 @atRachelGilmore Are these real threats?  Or they just feel like threats, like the non-violence of the Truckers Freedom Convoy that ""felt like violence.""",DeborahGyapong,Somewhere in Canada,Former journalist appalled at what my profession has become. @dhgyapong on GETTR and GAB,4,1
2022-10-26,"🇨🇦Watch Now and Listen to How Disgusted Members of Canada's Intel Community were at Trudeau's #InfoOpp Against the #FreedomConvoy...

@truckin4freedom 

CHAPTER TWO: WINTER WILDFIRE https://t.co/gD3pZNsJXD",TrevorFitzgibb1,Everywhere,#HumanRights #WikiLeaks #deNazifyUkraine #Justice,1,1
2022-10-26,"Dear @JustinTrudeau, why is @marcomendicino still in Cabinet? John Ivison: It's becoming clear the federal government overreached to shut down Freedom Convoy #TrudeauMustGo https://t.co/DqiCVqcMR9 via @nationalpost",Michael_Murphy,"Sault Ste. Marie, ON Canada",Public and Private sector management. Centre-right political viewpoint. 🇨🇦,1,1
2022-10-26,"ICYMI: The Ottawa Police set up an empty gym for children in anticipation of removing them from their parents at the Freedom Convoy.

More: https://t.co/aITJqH3UGQ https://t.co/N4U9gzJ3WF",RebelNewsOnline,Canada and the world,"Telling the other side of the story.

Follow @RebelNews_USA, @RebelNews_AU, @RebelNews_UK, @RebelNews_CA, and @RebelNews_QC.",189,88
2022-10-26,"ICYMI: The Ottawa Police set up an empty gym for children in anticipation of removing them from their parents at the Freedom Convoy.

More: https://t.co/eIIUIXeXbr https://t.co/yDpsu5giNl",RebelNews_QC,"Quebec City, Quebec, Canada","Pour connaître l'autre côté de l'histoire | Telling the other side of the story

Suivez/follow @RebelNewsOnline, @RebelNews_CA, @RebelNews_UK, & @RebelNews_QC⚜️",11,7
2022-10-26,"ICYMI: The Ottawa Police set up an empty gym for children in anticipation of removing them from their parents at the Freedom Convoy.

More: https://t.co/0CNKcj5EDk https://t.co/SBMDTBufWa",kiansimone44,"Calgary, Alberta",Rebel News | The Great Reset Docuseries ExposeTheReset.com,61,38
2022-10-26,"ICYMI: The Ottawa Police set up an empty gym for children in anticipation of removing them from their parents at the Freedom Convoy.

More: https://t.co/p13qtSetx3 https://t.co/FM8GjAUZfj",Yanky_Pollak,Florida ,"Jew | Floridian | 2A | MAGA American 

Canadian/American 

Social Media for @RebelNewsOnline",13,9
2022-10-26,"ICYMI: The Ottawa Police set up an empty gym for children in anticipation of removing them from their parents at the Freedom Convoy.

More: https://t.co/NkdySDLg8s https://t.co/xrGFuQV1pq",realmonsanto,"Hamilton, Ontario, Canada","Director of Production and member of the board @RebelNewsOnline, Independent Press Gallery of Canada member, efron@rebelnews.com",603,411
2022-10-26,"ICYMI: The Ottawa Police set up an empty gym for children in anticipation of removing them from their parents at the Freedom Convoy.

More: https://t.co/vJpAfNAhLC https://t.co/K9hrX800UB",RebelNews_CA,Canada,"Telling the other side of the story/Pour connaître l'autre côté de l'histoire.

Follow @RebelNewsOnline, @RebelNews_CA, @RebelNews_UK, and @RebelNews_AU.",61,44
2022-10-26,#EmergenciesActInquiry #JustinTrudeau #lies #corruption #FreedomConvoy #cndpoli #onpoli https://t.co/Fowt6x3LUL,IAMWRITE,Canada,"“Maybe ever’body in the whole damn world is scared of each other.” 
 ― Of Mice and Men

I Write Stuff—Tortured Golfer—Political Junkie
Illegitimi non carborundu",2,0
2022-10-26,@nationalpost We knew it all along!🇨🇦 #TrudeauDestroyingCanada #TrudeauCorruption #TrudeauMustGo #cdnpoli #FreedomConvoy,shayfly_,,,0,0
2022-10-26,John Ivison: It's becoming clear the federal government overreached to shut down Freedom Convoy | National Post https://t.co/vbYARaWArv,willy1805,Dartmouth NS,,1,0
2022-10-26,Anyone who paid attention already knew this! MSM literally lied (or told Govt narrative) and so did many Lib MPs. ; John Ivison: It's becoming clear the federal government overreached to shut down Freedom Convoy | National Post https://t.co/ZGOjMRbhsO,TimTalk3,"Halifax, Nova Scotia",Cut to the chase. my opinions are my own. Business owner. Hater of wasting tax dollars.,2,0
2022-10-26,John Ivison: It's becoming clear the federal government overreached to shut down Freedom Convoy https://t.co/ubZm3GhmhU via @nationalpost,XAVIERMOREL15,,,0,0
2022-10-26,@thevivafrei @JustinTrudeau We love you truckers!!! #FreedomConvoy #FreedomOfSpeech #FreedomFighters,unfringedCanada,Canada,"Free Individuals with Human Rights! No 🚫WEF! mom of 3 and a bit uncouth, thank God, I believe in Jesus!",4,2
2022-10-26,"@sharemyopinion Interesting to see the BS responses of all the people testifying at the EA. OPS top cop saying people were ""feeling"" violence when there was no violence is just a sad but perfect reflection on the amount of mis and dis information associated with the freedom convoy.",mars95177936,,,0,0
2022-10-26,@ephenas @IvisonJ @nationalpost Then you also don’t know that the police were in negotiations with freedom convoy leaders. Also all police agencies we’re not working together. The biggest problem was provincial government was undermining the police. That info is direct from the EA Inquiry,DowsonGeoff,"Kelowna, British Columbia","Canada is a hot mess thanks to the current PM, I won’t say the leader because he is not leading. Who is gonna help us all?",0,0
2022-10-26,John Ivison: It's becoming clear the federal government overreached ' to shut down Freedom Convoy | National Post https://t.co/g1q17mgUVP,rtdmoh,,,0,0
2022-10-26,"@AnologThoughts @mc045 I’m saying Trudue is awful yes, but compared to other leaders current and historical, not the worst. I’m saying the freedom convoy surprised Canadians rights, and to support it, is to support the suppression of those rights.",teesx2,,he/him/his,0,0
2022-10-26,John Ivison: It's becoming clear the federal government overreached to shut down Freedom Convoy https://t.co/T03KvMp1ZK via @nationalpost,HeadRhead,,,0,0
2022-10-26,@bk_belton Convoy Fact: the freedom convoy was the most powerful and influential legal protest in our time!  True Canadian spirit that Inspired Canada and the world!!  Bravo!!  Anti-freedom folks continue to embellish and lie but that’s the best they can do…but the lies are catching up,ZionBornFree1,,"Believer in humanity, father who will stand for all children & everyone’s right to freedoms, always seeking to understand and reveal the truth.  Very Awake!",0,0
2022-10-26,"My bet is on this being right.

John Ivison: It's becoming clear the federal government overreached to shut down Freedom Convoy https://t.co/zMpxTKvMIE via @nationalpost",HennigarRd,"Eastern Shore, N.S. Canada",Runner. Fitness & outdoors guy. Retired. DIY investor. Need for speed.  Food & beer lover. Handy. Giving it all I have. #COM,4,0
2022-10-26,"Won't be an easy fix.
Why would anyone want to fight &amp; possibly die for a nation our own Prime Minister claims is a genocidal state.
Why would anyone join the CAF when a $20 donation to the freedom convoy could result in them being branded a white supremacist and court martialed. https://t.co/pzbUmsoKPo",RJMcClelland,Ontario,If you take Twitter seriously you're suffering from a mental disorder. Seek psychiatric help immediately.,0,0
2022-10-26,@cinnyvs @NadineGNess Well all I know is the trucker convoy freedom heroes sure weren't selfish in any way!  They were fighting for their children's freedom.  Including yours!,Diane_Vinny,Canada 🍁,"Jesus follower.🛐 PRAY PRAY Romans 8: 38-39 🙏  Love our Lord ❤Jesus 🕊 Christ.  Love my ❤husband and family❤. Pro Life. FIGHT FOR FREEDOM 🍁
NO DM's please 🚫❎",0,0
2022-10-26,"@RealAndyLeeShow How about the OPP Intelligence Bureau?
Identified Convoy as a national security threat 
https://t.co/4pALh5W2e9
And said: 
Foreign ‘adversaries’ may have leveraged ‘freedom movement’ to advance agendas https://t.co/r6RzSB1al5",PKB_Canada,Canada,"Retired Ins. Claims Manager, photographer. Married. Grandfather. liberal. Proponent of science, facts, analysis, critical thinking & proof from reliable sources",1,0
2022-10-26,"@brianlilley 'No escape' from Freedom Convoy in Ottawa, inquiry told

At the Emergencies Act commission, Ottawa resident Zexi Li testified about the 'feeling of chaos' on the streets .https://t.co/LRDvW63TTo",RonCamp26686941,,,1,0
2022-10-26,More attacks from coastal gas link wing nuts. Why can’t they be peaceful like the freedom convoy? https://t.co/Gs5QlJvacO,inthe250_,"Kamloops, BC",Cook's Ferry.,3,0
2022-10-26,"@brianlilley Two-thirds of Canadians support use of Emergencies Act and want Freedom Convoy cleared out: poll

But at the same time, 54 per cent of Canadians say they are 'ashamed' of how politicians have let the Freedom Convoy protests get out of hand .https://t.co/PxHIKIuRiF",RonCamp26686941,,,1,0
2022-10-26,"To Steve Bell, OPS: What section of the CCC was used to arrest those protesters who were arrested (&amp;not chgd) and dropped off in remote Ottawa? ; also, what exactly are the details of the Plan you testified law enforcement had, b4 the EA was invoked? #EAinquiry #freedomconvoy",Keeper_Sis,"Vancouver Island, BC",🇨🇦,0,0
2022-10-26,"Lol, the Freedom Convoy except its Canadian nationalists being the heartless twats #TheHandmaidsTale #FreedomConvoy",LadyChelseaofVA,"Virginia, USA","She/Her

Bisexual, cis-gen, leftist, cynical, writer, ao3 fanfic writer",3,0
2022-10-26,"@bk_belton Walter....onto something? #unplugmsm til we get a Canadian PM. THE FREEDOM CONVOY FOUGHT FOR LIBERALS RIGHTS AS WELL..
HOW IRONIC EH?",AndreLemelin4,,"Equity for all. Music and Christ Matter. AllLivesMatter.
ALT News for clarity. 
 Liberals are wrong for Democracy. #Trudeaumustgo.
#UNPLUGMSM!",0,0
2022-10-26,@dildorunnl @IvisonJ @nationalpost The problem lies within the provincial government. They did not use the powers available@to them and they also undermined the police negotiations with freedom convoy leaders. The EA did not need to be used,DowsonGeoff,"Kelowna, British Columbia","Canada is a hot mess thanks to the current PM, I won’t say the leader because he is not leading. Who is gonna help us all?",0,0
2022-10-26,@EScrimshaw I find it often ignores that they use this power to help open the borders as well. They just focus on the freedom convoy in Ottawa. It was getting out of hand and provincial politicians wanted it on Trudeau,sane_opinion,"Victoria, British Columbia",#CofRed #Flames fan. Dabbles in political opinions. Very niche follow. Community advocate.,2,0
2022-10-26,"The Federal Government done right thing to shut down freedom convoy disaster.The most important unanswered question still Canadians R asking its,How lot of big rig trucks been in vital Ottawa inner city roads? Who give them parking access? #PoliticizingPublicSafetyTotallyItsWrong https://t.co/w1z6ZzTG8U",AAli39165031,,Good live,0,0
2022-10-26,"@gmacofglebe Ivison missed this info and it WILL all come out at the Inquiry:
OPP's intelligence bureau identified Convoy as a national security threat 
https://t.co/4pALh5VuoB
And, OPP:
Foreign ‘adversaries’ may have leveraged ‘freedom movement’ to advance agendas https://t.co/r6RzSB0Cvx",PKB_Canada,Canada,"Retired Ins. Claims Manager, photographer. Married. Grandfather. liberal. Proponent of science, facts, analysis, critical thinking & proof from reliable sources",15,1
2022-10-26,"WATCH: Freedom Convoy lawyer Brendan Miller presses Ottawa police Insp. Richard Drummond on if the city could remove barriers outside of Parliament.

Drummond refuses to provide a clear answer to the question.

MORE: https://t.co/NkdySDtEJS https://t.co/xFZg2T6lNi",realmonsanto,"Hamilton, Ontario, Canada","Director of Production and member of the board @RebelNewsOnline, Independent Press Gallery of Canada member, efron@rebelnews.com",13,8
2022-10-26,"WATCH: Freedom Convoy lawyer Brendan Miller presses Ottawa police Insp. Richard Drummond on if the city could remove barriers outside of Parliament.

Drummond refuses to provide a clear answer to the question.

MORE: https://t.co/aITJqH3UGQ https://t.co/5YTAk8rEhr",RebelNewsOnline,Canada and the world,"Telling the other side of the story.

Follow @RebelNews_USA, @RebelNews_AU, @RebelNews_UK, @RebelNews_CA, and @RebelNews_QC.",38,15
2022-10-26,"WATCH: Freedom Convoy lawyer Brendan Miller presses Ottawa police Insp. Richard Drummond on if the city could remove barriers outside of Parliament.

Drummond refuses to provide a clear answer to the question.

MORE: https://t.co/p13qtSetx3 https://t.co/HRvb1VbXUz",Yanky_Pollak,Florida ,"Jew | Floridian | 2A | MAGA American 

Canadian/American 

Social Media for @RebelNewsOnline",10,3
2022-10-26,"WATCH: Freedom Convoy lawyer Brendan Miller presses Ottawa police Insp. Richard Drummond on if the city could remove barriers outside of Parliament.

Drummond refuses to provide a clear answer to the question.

MORE: https://t.co/vJpAfNAhLC https://t.co/xAcfAX2EBZ",RebelNews_CA,Canada,"Telling the other side of the story/Pour connaître l'autre côté de l'histoire.

Follow @RebelNewsOnline, @RebelNews_CA, @RebelNews_UK, and @RebelNews_AU.",9,5
2022-10-26,"WATCH: Freedom Convoy lawyer Brendan Miller presses Ottawa police Insp. Richard Drummond on if the city could remove barriers outside of Parliament.

Drummond refuses to provide a clear answer to the question.

MORE: https://t.co/eIIUIWXmjT https://t.co/gFXoqqHTbS",RebelNews_QC,"Quebec City, Quebec, Canada","Pour connaître l'autre côté de l'histoire | Telling the other side of the story

Suivez/follow @RebelNewsOnline, @RebelNews_CA, @RebelNews_UK, & @RebelNews_QC⚜️",4,2
2022-10-26,"WATCH: Freedom Convoy lawyer Brendan Miller presses Ottawa police Insp. Richard Drummond on if the city could remove barriers outside of Parliament.

Drummond refuses to provide a clear answer to the question.

MORE: https://t.co/0CNKcjng1U https://t.co/VOEOQ1Ce6e",kiansimone44,"Calgary, Alberta",Rebel News | The Great Reset Docuseries ExposeTheReset.com,25,8
2022-10-26,"@ikwilson @nationalpost Did Ivison read these? The info WILL come out.
OPP's Intelligence Bureau identified Convoy as a national security threat 
https://t.co/4pALh5W2e9
OPP Intelligence Report said:
Foreign ‘adversaries’ may have leveraged ‘freedom movement’ to advance agendas https://t.co/r6RzSB1al5",PKB_Canada,Canada,"Retired Ins. Claims Manager, photographer. Married. Grandfather. liberal. Proponent of science, facts, analysis, critical thinking & proof from reliable sources",0,0
2022-10-26,John Ivison: It's becoming clear the federal government overreached to shut down Freedom Convoy | National Post https://t.co/z8CXrCPQaw,AutismMomArtist,Canada,"Proud Mom, Open Minded, Learning. Artist & Entrepreneur #TrudeauMustGo",0,0
2022-10-26,"@gti1432 @TheShaggyEren @nationalpost I was having surgery &amp; watching a 4th wave. Nobody to grab me any Timmie's from the main level. Tell me about freedom &amp; Doug Ford's mandates, seeing a convoy of ambulances outside my hospital window back in January. Did you hear injured worker dialogue ever before the cops come?",injured420,"Ontario, Canada","We're here for a good time, not a long time. So have a good time the Sun can't shine every day. 🌞⛈️🌈⌚",0,0
2022-10-26,"The mainstream media never reported on these facts, known long before the Freedom Convoy was formed. Criminal actions and neglect of basic rights and health safety by Trudeau and Tam: https://t.co/ygKJXtMjnw",KenNestegg,,,0,0
2022-10-26,"Hundreds of tweep missed these articles:
OPP's intelligence bureau identified Convoy as a national security threat 
https://t.co/4pALh5W2e9
OPP Intelligence Report said:
Foreign ‘adversaries’ may have leveraged ‘freedom movement’ to advance agendas https://t.co/r6RzSB1al5",PKB_Canada,Canada,"Retired Ins. Claims Manager, photographer. Married. Grandfather. liberal. Proponent of science, facts, analysis, critical thinking & proof from reliable sources",0,1
2022-10-26,"Why the Ford government wait two weeks into the Freedom Convoy to invoke provincial emergency powers?
Was it worried that Ontario legislation wasn’t enough to clear blockades in Ottawa and the border?
Some of the Qs Emergencies Act inquiry has for Ford⬇️
https://t.co/7M8yNalrvS",ChrisGNardi,Ottawa/Montréal,Journaliste parlementaire @NationalPost parliamentary reporter. Broadsheet reporter with a tabloid ❤ & whisky liver. cnardi(AT)postmedia.com Tweets🗑️≤ 14 days,5,12
2022-10-26,"Maybe @PierrePoilievre Gets the MESSAGE:
this ""FreedomConvoy"" was controlled by #SeditionistAnarchistsHATERS NOT #bouncycastlebbqinghottubbingFREEDUMBERS AFTER 21 days of Death Threats, FAILED POLICE RESPONSE, Escalation in Violence, Concerns from USA BorderPatrol #EAJustifiedFFS https://t.co/00PFpe1m7V",LpmWTF,,A member of the boomer generation!!!!,0,0
